,D0000000101,D0000000102,D0000000103,D0000000104,D0000000105,D0000000106,D0000000107,D0000000108,D0000000109,D0000000201,D0000000202,D0000000203,D0000000204,D0000000205,D0000000206,D0000000207,D0000000208,D0000000209,D0000000301,D0000000302,D0000000303,D0000000304,D0000000305,D0000000306,D0000000307,D0000000308,D0000000309,D0000000401,D0000000402,D0000000403,D0000000404,D0000000405,D0000000406,D0000000407,D0000000408,y
74,5.1354189,4.9492436,4.6777894,4.7374789,4.5521083,4.278342,4.9135702,4.7268576,4.4569427,-28.0846078,-28.2418987,-27.790736,-41.9279526,-42.1474932,-41.5155884,-18.8557112,-18.9428128,-18.6935523,4.6966396,4.8014837,4.500756,5.8673768,6,5.6182699,3.9161481,4,3.7600391,150,4.8504897,6.2490084,-140.423039,-0.6978834,-0.9349071,-0.0019813,-7.92E-05,7.5
75,5.5101159,5.3726911,4.9434945,5.1121759,4.9750548,4.5447376,5.2882671,5.1506398,4.7221895,-28.1172539,-28.2306669,-27.812563,-41.9871164,-42.1462162,-41.5585811,-18.8706789,-18.9428135,-18.6772178,4.7234182,4.8005596,4.5161731,5.9020483,6,5.6382153,3.9376648,4,3.770485,200,5.100078,6.6233908,-140.58627,-0.5346529,-0.7022291,-0.0011165,-3.35E-05,10
76,5.8009575,5.6921257,5.1466489,5.4030175,5.2942148,4.7486066,5.5791088,5.4702576,4.9248683,-28.1466804,-28.2248162,-27.8723165,-42.0378861,-42.146264,-41.6572159,-18.8858766,-18.9428138,-18.6859891,4.7377497,4.8000536,4.5189772,5.9203685,6,5.6406679,3.9493371,4,3.7714768,250,5.2937245,6.9138605,-140.733402,-0.3875205,-0.5624836,-0.0007156,-1.72E-05,12.5
77,6.0383817,5.9485518,5.309877,5.6404417,5.5507468,4.9113494,5.8165329,5.7266131,5.0884196,-28.156992,-28.2271445,-27.8516981,-42.0402655,-42.1464306,-41.5774809,-18.9014762,-18.942814,-18.7217794,4.747955,4.8002486,4.5203806,5.9344929,6,5.6489404,3.9569297,4,3.7697014,300,5.4519712,7.1512307,-140.78496,-0.3359627,-0.4689706,-0.0004973,-9.94E-06,15
78,6.2394121,6.1624192,5.4501505,5.8414721,5.7643241,5.0530093,6.0175634,5.9406738,5.2277685,-28.1946823,-28.2207777,-28.0601485,-42.0609442,-42.1460079,-41.6233623,-18.9505077,-18.9428142,-18.9902298,4.7555896,4.7997144,4.5281057,5.943192,6,5.6509621,3.9638547,4,3.7772352,350,5.5857822,7.351947,-140.973412,-0.1475109,-0.4025511,-0.0003659,-6.27E-06,17.5
79,6.4131321,6.3462982,5.5673558,6.015192,5.9483699,5.1693452,6.1912833,6.1244416,5.3455541,-28.1737028,-28.2244362,-27.8687473,-42.0668045,-42.146242,-41.5892199,-18.911635,-18.9428142,-18.7242423,4.7608443,4.8000216,4.525352,5.9510583,6,5.6568171,3.9673684,4,3.7712463,400,5.701704,7.5258299,-140.868514,-0.2524083,-0.3519953,-0.00028,-4.20E-06,20
80,6.5665883,6.5073187,5.672338,6.1686483,6.1092754,5.2751039,6.3447396,6.2855389,5.450018,-28.3246235,-28.2219214,-29.0269843,-42.254209,-42.1461014,-42.9921601,-19.0382332,-18.9428143,-19.6915975,4.7651871,4.7998097,4.5284098,5.9567111,6,5.6612176,3.9708378,4,3.7711549,450,5.8039609,7.6792151,-141.623118,0.5021952,-0.3145782,-0.0002224,-2.96E-06,22.5
81,6.7038612,6.6506636,5.7656417,6.3059212,6.2527011,5.3678738,6.4820124,6.4288298,5.5436782,-28.1784027,-28.2236863,-27.8308961,-42.0710603,-42.1461924,-41.4947547,-18.916631,-18.9428144,-18.7156395,4.7685304,4.7999587,4.5273499,5.9610971,6,5.66269,3.973486,4,3.7699565,500,5.8954372,7.8164297,-140.892014,-0.2289089,-0.2816714,-0.0001792,-2.15E-06,25
82,6.8280922,6.7797439,5.8507387,6.4301522,6.3818054,5.4527859,6.6062434,6.5578942,5.6288985,-28.1906928,-28.2241997,-27.9061554,-42.0936608,-42.1461967,-41.6475163,-18.9220475,-18.9428144,-18.7457003,4.7717067,4.8000028,4.5314186,5.9641999,6,5.6601787,3.9767112,4,3.778949,550,5.978191,7.9405604,-140.953464,-0.1674584,-0.2561859,-0.0001482,-1.62E-06,27.5
83,6.9413822,6.897216,5.9267919,6.5434422,6.4993136,5.5285002,6.7195335,6.6753422,5.7051775,-28.1894903,-28.2249952,-27.8578154,-42.0914923,-42.1462555,-41.5794543,-18.921489,-18.9428145,-18.7223927,4.7737608,4.8000693,4.5279959,5.9672566,6,5.6611041,3.978097,4,3.7736091,600,6.0537419,8.0538866,-140.947452,-0.1734709,-0.2348341,-0.0001245,-1.25E-06,30
84,3.7998228,3.1338581,3.6942541,3.4019173,2.7505084,3.2922561,3.5779511,2.9020029,3.4750898,-32.3378234,-30.5202826,-32.8379595,-44.2670525,-45.072764,-44.035616,-24.3839532,-20.2533064,-25.4878568,4.5064214,4.8273328,4.4181157,5.6028538,6,5.4887755,3.77537,4,3.7153383,50,3.8985573,4.8211098,-161.689117,-1089.19395,-3.2208988,-0.0204232,-0.002441,2.5
85,4.7004441,4.4095443,4.389042,4.3025041,4.0102575,3.9925093,4.4785954,4.188591,4.1662525,-29.9435185,-30.1456268,-29.7316402,-44.6983198,-45.0609113,-44.3206035,-20.1069842,-20.2533093,-19.9529358,4.652342,4.7975231,4.5001429,5.8160255,6,5.6243768,3.8765531,4,3.7465903,100,4.4988853,5.7216018,-149.717592,-1.1654766,-1.4941876,-0.0047467,-0.0002842,5
86,5.228939,5.042351,4.7720795,4.830999,4.644409,4.3741432,5.0070903,4.8205036,4.5502284,-30.0211371,-30.177022,-29.7306844,-44.8113986,-45.0628793,-44.3428329,-20.1609627,-20.2531921,-19.9891148,4.7025087,4.7999964,4.5208647,5.8786671,6,5.6525964,3.9184031,4,3.7663662,150,4.8504897,6.2490084,-150.105686,-25.7773835,-0.9993721,-0.0021179,-8.46E-05,7.5
87,5.6040121,5.4665399,5.0375181,5.2060726,5.0687238,4.6392474,5.382163,5.2446086,4.8158897,-30.3129209,-30.1793962,-30.6714987,-44.8842409,-45.0615814,-44.407498,-20.5986875,-20.2532226,-21.5257792,4.7276768,4.8002282,4.5328417,5.9076101,6,5.659239,3.941053,4,3.7828625,200,5.100078,6.6233908,-151.564605,-949.318464,-0.757066,-0.0012037,-3.61E-05,10
88,5.8945409,5.7859367,5.2394321,5.4966003,5.3880781,4.841203,5.6726925,5.5640337,5.017776,-30.0715852,-30.178723,-29.6944929,-44.8878204,-45.0623601,-44.2729701,-20.194116,-20.2531981,-19.9862834,4.7412564,4.80015,4.5339695,5.9276968,6,5.6729946,3.9502979,4,3.7754612,250,5.2937245,6.9138605,-150.357926,-975.525143,-0.6009509,-0.0007645,-1.83E-05,12.5
89,6.1320777,6.0421654,5.4039317,5.7341379,5.6443588,5.0054122,5.9102289,5.8202277,5.1824689,-30.1086871,-30.1796648,-29.8001157,-44.9444898,-45.0617386,-44.4339201,-20.2181459,-20.2532019,-20.0659089,4.7510934,4.8002457,4.5374064,5.9385528,6,5.670976,3.9594533,4,3.7833713,300,5.4519712,7.1512307,-150.543436,-1000.33963,-0.5014771,-0.0005317,-1.06E-05,15
90,6.3328953,6.2561997,5.5420981,5.9349552,5.8582706,5.1441007,6.1110467,6.0343436,5.3202876,-30.1121654,-30.1769016,-29.7770081,-44.9599062,-45.0618075,-44.4322517,-20.2136755,-20.2532139,-20.0089953,4.7579557,4.8000202,4.5401761,5.9474994,6,5.6756466,3.9649268,4,3.7833624,350,5.5857822,7.351947,-150.560827,-1025.32224,-0.4299281,-0.0003908,-6.70E-06,17.5
91,6.5069152,6.4400284,5.6614568,6.1089751,6.0420283,5.2638774,6.2850665,6.2182198,5.4393674,-30.1177965,-30.1752301,-29.7728612,-44.9670498,-45.0617003,-44.3991475,-20.2182969,-20.2532074,-20.0084954,4.7633037,4.7998892,4.5435782,5.9543562,6,5.6804937,3.9692689,4,3.7845845,400,5.701704,7.5258299,-150.588983,-1050.29409,-0.3762843,-0.0002993,-4.49E-06,20
92,6.660359,6.6010788,5.7661815,6.2624191,6.2031425,5.3682162,6.4385102,6.3792275,5.5443496,-30.1257687,-30.176708,-29.7774718,-44.9839,-45.0617436,-44.4516093,-20.2203461,-20.2532079,-19.9956632,4.7675955,4.8000069,4.5459825,5.9592265,6,5.6804191,3.9731747,4,3.7897649,450,5.8039609,7.6792151,-150.628844,-1075.25423,-0.3345821,-0.0002366,-3.15E-06,22.5
93,6.7975881,6.7443952,5.8593323,6.3996481,6.3464388,5.461518,6.5757394,6.5225574,5.6373997,-30.1301792,-30.1761761,-29.7771656,-44.9873727,-45.061569,-44.4181227,-20.2253835,-20.253205,-20.0118149,4.770638,4.7999698,4.5455239,5.9634277,6,5.6828373,3.9754448,4,3.7869489,500,5.8954372,7.8164297,-150.650896,-1100.23217,-0.3011813,-0.0001917,-2.30E-06,25
94,6.9217653,6.873501,5.9436988,6.5238253,6.4755775,5.5456176,6.6999166,6.6516412,5.7219441,-30.1360556,-30.1769651,-29.7880182,-44.9976849,-45.0616584,-44.4532331,-20.2283048,-20.2532066,-20.0165032,4.773336,4.8000305,4.5462328,5.9666848,6,5.6831525,3.9777703,4,3.7886968,550,5.978191,7.9405604,-150.680278,-1125.20279,-0.2738646,-0.0001584,-1.73E-06,27.5
95,7.03516,6.9909792,6.0207055,6.63722,6.5930612,5.6225601,6.8133112,6.7691158,5.7989937,-30.1389681,-30.177115,-29.782736,-45.003339,-45.061717,-44.4578942,-20.2293867,-20.2532086,-20.0070059,4.7756395,4.8000406,4.5477718,5.96939,6,5.6833908,3.9798057,4,3.7912889,600,6.0537419,8.0538866,-150.69484,-1150.18823,-0.2510744,-0.0001332,-1.33E-06,30
96,3.5831988,2.9211661,3.4765418,3.1852588,2.5263393,3.0777312,3.36135,2.6972293,3.2552725,-27.2238848,-28.5018359,-26.8681401,-41.45522,-42.6234582,-41.1270194,-17.736328,-18.9739944,-17.393907,2.2798956,2.4028777,2.2456609,2.7969974,3,2.7399666,1.935161,2,1.9172222,50,3.8985573,4.8211098,-136.119424,-6.049478,-2.7115423,-0.0171934,-0.002055,2.5
97,4.4802945,4.1898271,4.1684386,4.0823545,3.7932314,3.7690818,4.2584457,3.9670797,3.9475317,-27.996013,-28.4631092,-27.505337,-42.0060457,-42.6234582,-41.3533284,-18.6559912,-18.973995,-18.3233468,2.3201853,2.4012402,2.2350387,2.8974189,3,2.7889721,1.9353629,2,1.8677499,100,4.4988853,5.7216018,-139.980065,-2.1888371,-1.3970066,-0.0044379,-0.0002657,5
98,5.0101727,4.8223512,4.5556022,4.6122327,4.4246857,4.1571544,4.788324,4.6003193,4.3340917,-28.1675796,-28.4397614,-27.6645332,-42.1956765,-42.6234582,-41.403625,-18.815515,-18.9739951,-18.5229634,2.3509622,2.4002529,2.2598631,2.9403146,3,2.829805,1.9580606,2,1.8806413,150,4.8504897,6.2490084,-140.837898,-1.3310042,-0.9376691,-0.0019871,-7.94E-05,7.5
99,5.3847476,5.2470399,4.8188854,4.9868076,4.8493948,4.4201539,5.1628988,5.0249944,4.5975636,-28.2425074,-28.4402076,-27.7126469,-42.3421233,-42.6234582,-41.5862228,-18.8427635,-18.9739952,-18.4916322,2.361298,2.4002718,2.2568437,2.9495815,3,2.8141152,1.9691091,2,1.8864555,200,5.100078,6.6233908,-141.212537,-0.9563651,-0.7053573,-0.0011215,-3.36E-05,10
100,5.6755767,5.5665671,5.0218919,5.2776367,5.1687331,4.6235801,5.453728,5.3446477,4.8002908,-28.4344731,-28.4360901,-28.4288055,-42.3949637,-42.6234582,-41.5932323,-19.1274794,-18.9739952,-19.6650312,2.3683482,2.4000977,2.2570695,2.9588786,3,2.8145936,1.9746612,2,1.8859166,250,5.2937245,6.9138605,-142.172365,0.0034632,-0.5682349,-0.0007229,-1.73E-05,12.5
101,5.9128276,5.8226845,5.1856838,5.5148876,5.4248425,4.7873188,5.6909789,5.6007704,4.9641181,-28.3085216,-28.4359149,-27.756257,-42.4345962,-42.6234582,-41.6148711,-18.8911385,-18.9739952,-18.5322332,2.3729337,2.4000903,2.255207,2.9660144,3,2.8185052,1.9775466,2,1.8802867,300,5.4519712,7.1512307,-141.542608,-0.6262942,-0.4714944,-0.0004999,-9.99E-06,15
102,6.113559,6.0369577,5.3222731,5.715619,5.6388645,4.9251264,5.8917102,5.815211,5.0998946,-28.446994,-28.4304442,-28.5327919,-42.4632997,-42.6234582,-41.634808,-19.1027902,-18.9739952,-19.7714654,2.3771321,2.3998589,2.2593108,2.9712188,3,2.822335,1.9810743,2,1.8828161,350,5.5857822,7.351947,-142.23497,0.0660677,-0.4061535,-0.0003692,-6.33E-06,17.5
103,6.2876853,6.2207408,5.4425738,5.8897453,5.8227537,5.0449159,6.0658366,5.9989234,5.2205369,-28.3372047,-28.4327561,-27.7638756,-42.4740699,-42.6234582,-41.5783869,-18.912628,-18.9739952,-18.5442249,2.3800679,2.3999567,2.2607305,2.9753027,3,2.8272255,1.9832447,2,1.8826581,400,5.701704,7.5258299,-141.686024,-0.4828785,-0.354038,-0.0002816,-4.22E-06,20
104,6.441145,6.3818379,5.5471517,6.043205,5.9838481,5.1495516,6.2192963,6.1600223,5.3250762,-28.3476757,-28.4326966,-27.7666277,-42.4895805,-42.6234582,-41.5754577,-18.9197391,-18.9739952,-18.5487211,2.3824552,2.3999542,2.2628641,2.9782998,3,2.8301301,1.9852254,2,1.8841929,450,5.8039609,7.6792151,-141.738378,-0.4305238,-0.3148342,-0.0002226,-2.97E-06,22.5
105,6.5783297,6.5251949,5.6396279,6.1803897,6.1271981,5.2421238,6.356481,6.303384,5.4174883,-28.3599484,-28.432544,-27.8021495,-42.5112205,-42.6234582,-41.6498047,-18.9257669,-18.9739952,-18.5549172,2.3843097,2.3999477,2.2641525,2.9801329,3,2.8276547,1.9870942,2,1.8878552,500,5.8954372,7.8164297,-141.799742,-0.3691604,-0.2834861,-0.0001804,-2.16E-06,25
106,6.7025761,6.654195,5.7255016,6.3046361,6.2563001,5.327179,6.4807274,6.4323162,5.5039077,-28.365579,-28.434762,-27.7785049,-42.5189041,-42.6234582,-41.6308038,-18.9300289,-18.9739952,-18.5571837,2.3855509,2.4000415,2.2625861,2.9819946,3,2.8290539,1.9879217,2,1.8854948,550,5.978191,7.9405604,-141.827895,-0.3410072,-0.2577752,-0.0001491,-1.63E-06,27.5
