,D0000000101,D0000000102,D0000000103,D0000000104,D0000000105,D0000000106,D0000000107,D0000000108,D0000000109,D0000000201,D0000000202,D0000000203,D0000000204,D0000000205,D0000000206,D0000000207,D0000000208,D0000000209,D0000000301,D0000000302,D0000000303,D0000000304,D0000000305,D0000000306,D0000000307,D0000000308,D0000000309,D0000000401,D0000000402,D0000000403,D0000000404,D0000000405,D0000000406,D0000000407,D0000000408,y
10,7.0106178,7.0475189,6.0545923,6.6127178,6.6500179,5.6565923,6.7888178,6.8253996,5.8327923,-30.8538519,-30.8938883,-30.5157309,-45.9851199,-46.0421225,-45.4587637,-20.7705218,-20.7950348,-20.556056,4.7767803,4.8000096,4.5621785,5.9711428,6,5.7020983,3.9805388,4,3.8011801,550,5.9763278,7.9398617,-154.8273887,-6.1346905,-0.2595476,-0.0001381,-4.94E-07,27.5
11,7.1239849,7.1815078,6.1359392,6.7260849,6.7840502,5.7379392,6.9021849,6.9593623,5.9141392,-30.856787,-30.8937607,-30.5077439,-45.9945661,-46.0421225,-45.4610306,-20.7716242,-20.7950351,-20.5410061,4.7806667,4.8000044,4.5633339,5.9761174,6,5.7029576,3.9836998,4,3.8016195,600,6.0517431,8.0530636,-155.0154395,-5.9466397,-0.2157028,-8.29E-05,-8.74E-07,30
12,3.6036855,2.9355073,3.498724,3.2057455,2.5378191,3.1007151,3.3818368,2.7134905,3.2769211,-16.9930122,-17.3280053,-16.9014282,-30.1220154,-30.8908088,-29.9116793,-8.2403434,-8.2773917,-8.2302197,5.1915318,5.5881671,5.0830955,4.637609,5,4.5384615,5.5608136,6,5.4460888,50,3.8985573,4.8211098,-84.9650608,-2.1717998,-1.6925311,-0.0107321,-0.0012827,2.5
13,4.5057061,4.215188,4.1939034,4.1077525,3.8170362,3.7961579,4.2838663,3.9934803,3.9719249,-17.2275638,-17.380463,-17.0669845,-30.6449195,-30.9031128,-30.3740105,-8.2831253,-8.3726843,-8.1890091,5.3998939,5.6021446,5.187484,4.821083,5,4.6333547,5.7857477,6,5.5571794,100,4.4988853,5.7216018,-86.1378191,-0.9990414,-0.8596589,-0.0027309,-0.0001635,5
14,5.0337453,4.8470047,4.57717,4.6358053,4.4495093,4.1784013,4.8118966,4.6248594,4.3558728,-17.2700303,-17.3936652,-17.0398991,-30.6858554,-30.8960893,-30.2933816,-8.326147,-8.3766748,-8.232279,5.4631754,5.6024919,5.2038547,4.878354,5,4.65126,5.8530564,6,5.5710823,150,4.8504897,6.2490084,-86.3501517,-0.7867089,-0.5749011,-0.0012184,-4.87E-05,7.5
15,5.4088198,5.2714768,4.8419786,5.0108806,4.8735473,4.4440136,5.1869705,5.0496211,4.6201465,-17.3107007,-17.3727434,-17.1439032,-30.7275429,-30.8969789,-30.2719895,-8.3661101,-8.3562245,-8.3926852,5.4990208,5.5989092,5.2304781,4.9100422,5,4.6681776,5.8916745,6,5.6053092,200,5.100078,6.6233908,-86.5535033,-0.5833572,-0.4323352,-0.0006874,-2.06E-05,10
16,5.6995195,5.5908853,5.0445162,5.301579,5.1929464,4.6465704,5.477671,5.3690358,4.8226714,-17.2370757,-17.3752656,-16.7508416,-30.6069225,-30.8975692,-29.5842386,-8.3238593,-8.360358,-8.1954367,5.5185655,5.5995783,5.2335145,4.9279511,5,4.6744365,5.9123077,6,5.6062247,250,5.2937245,6.9138605,-86.1853785,-0.951482,-0.3444659,-0.0004382,-1.05E-05,12.5
17,5.9370096,5.8470387,5.2091181,5.5390698,5.4491003,4.8111727,5.7151607,5.6251889,4.9872729,-17.30618,-17.376742,-16.999637,-30.7764192,-30.8973543,-30.2510317,-8.3260119,-8.3629471,-8.1655557,5.5324647,5.600101,5.2386316,4.9394789,5,4.6765524,5.9277889,6,5.6133434,300,5.4519712,7.1512307,-86.5309002,-0.6059604,-0.2882442,-0.0003056,-6.11E-06,15
18,6.13784,6.0611244,5.3471465,5.7398997,5.6631787,4.9492338,5.9159915,5.8392794,5.1252795,-17.2479457,-17.3764877,-16.5826373,-30.6513735,-30.8974007,-29.3780818,-8.312338,-8.3627415,-8.051446,5.5418584,5.6000452,5.240695,4.9487654,5,4.6836053,5.9372532,6,5.612127,350,5.5857822,7.351947,-86.2397285,-0.8971321,-0.2462585,-0.0002238,-3.84E-06,17.5
19,6.3117988,6.2448894,5.4664761,5.9138589,5.8469732,5.0683937,6.08995,6.0230248,5.2447223,-17.3226641,-17.3764003,-16.9999424,-30.8039687,-30.8972937,-30.2432747,-8.335124,-8.3616464,-8.1758804,5.5488188,5.5998688,5.2422293,4.9544708,5,4.6809325,5.945051,6,5.6162225,400,5.701704,7.5258299,-86.6133205,-0.52354,-0.2164251,-0.0001721,-2.58E-06,20
20,6.4652609,6.406001,5.5709444,6.0673209,6.0080054,5.1733844,6.2434121,6.1841893,5.348842,-17.3201584,-17.3749404,-16.9454488,-30.7914235,-30.8971272,-30.0691343,-8.339315,-8.3620723,-8.1835508,5.554788,5.6000292,5.2453376,4.9598303,5,4.6853449,5.9514264,6,5.6192112,450,5.8039609,7.6792151,-86.600792,-0.5360685,-0.1923607,-0.000136,-1.81E-06,22.5
21,6.6023429,6.5493154,5.6628157,6.2045648,6.151317,5.2667306,6.3806705,6.3275043,5.4422102,-17.3415996,-17.3747695,-16.9456015,-30.8051983,-30.8970969,-30.0652558,-8.3559027,-8.3614219,-8.1887131,5.5629651,5.5999131,5.2471365,4.9673263,5,4.687535,5.9600575,6,5.6229378,500,5.8950451,7.8158467,-86.7079982,-0.4288624,-0.1733467,-0.0001104,-1.33E-06,25
22,6.7264837,6.6784286,5.7466331,6.3287377,6.2804099,5.3512098,6.5048434,6.4566311,5.5263338,-17.3598646,-17.3742203,-16.9710755,-30.8249591,-30.8970181,-30.0972059,-8.3693913,-8.36105,-8.2065551,5.5703581,5.5998739,5.2493017,4.9740023,5,4.6899055,5.9679285,6,5.6264799,550,5.9777063,7.9398385,-86.7993229,-67.8867635,-0.1577596,-0.0000914,-9.97E-07,27.5
23,6.8398154,6.7958938,5.8229332,6.4420989,6.3978571,5.4282145,6.6182046,6.5741085,5.6029593,-17.3781295,-17.3736711,-16.9965496,-30.8447199,-30.8969393,-30.129156,-8.3828798,-8.360678,-8.224397,5.5777511,5.5998348,5.251467,4.9806782,5,4.692276,5.9757996,6,5.630022,600,6.0531701,8.0530341,-86.8906476,-67.7954388,-0.1447695,-0.0000769,-7.69E-07,30
24,3.6982746,3.0174507,3.596707,3.2211533,2.5670264,3.1122698,3.5221833,2.8273693,3.4242281,-34.2064269,-36.3936795,-33.6301348,-68.6613288,-71.2945333,-67.9110181,-16.9789759,-17.2293715,-16.9156228,8.6173878,9.2910663,8.4398886,7.4501202,8,7.2934363,9.2010216,10,8.9988705,50,3.8985573,4.8211098,-102.619281,-2.8839963,-2.0442088,-0.012962,-0.0015492,2.5
25,4.596773,4.3061032,4.2851296,4.1196517,3.8337207,3.8029789,4.4206817,4.127623,4.1115313,-34.9336836,-35.44881,-34.3930694,-70.5629262,-71.294534,-69.7776541,-17.1190623,-17.2293711,-17.0045896,8.9787428,9.3260193,8.6142835,7.7137109,8,7.4064222,9.6112587,10,9.2078434,100,4.4988853,5.7216018,-104.801051,-0.7022261,-1.0459187,-0.0033226,-0.000199,5
26,5.1263003,4.9392446,4.6703108,4.649179,4.4608528,4.1955399,4.950209,4.7637873,4.4930396,-35.1310683,-35.1984438,-35.0059169,-70.9244966,-71.2945343,-70.2428506,-17.2343542,-17.2293712,-17.2436489,9.0978079,9.3352809,8.6566967,7.8135206,8,7.470007,9.7399516,10,9.2548843,150,4.8504897,6.2490084,-105.393205,-0.360072,-0.7016858,-0.001487,-5.94E-05,7.5
27,5.5020172,5.3644178,4.9358648,5.024896,4.8884098,4.455743,5.325926,5.1877688,4.7612661,-35.1562488,-35.2973479,-34.7777389,-71.0336598,-71.2945342,-70.3271824,-17.2175433,-17.2293712,-17.1859633,9.1574378,9.3316222,8.690174,7.8595279,8,7.4791134,9.8063928,10,9.2894719,200,5.100078,6.6233908,-105.468746,-0.2845306,-0.5268169,-0.0008376,-2.51E-05,10
28,5.7922411,5.6838959,5.1362194,5.3151198,5.2070174,4.6582404,5.6161498,5.5076832,4.9605564,-35.469448,-35.2611677,-36.2045112,-71.5435534,-71.2945343,-72.4246219,-17.4323953,-17.2293712,-18.1480018,9.1931557,9.3329606,8.6997559,7.8872722,8,7.4884237,9.8460974,10,9.3036313,250,5.2937245,6.9138605,-106.408344,0.655067,-0.4252931,-0.0005411,-1.30E-05,12.5
29,6.029697,5.9396266,5.3022378,5.5525758,5.4624205,4.8254845,5.8536057,5.7635777,5.1259625,-36.6889814,-35.2475717,-42.9432451,-73.3506099,-71.2945343,-82.262606,-18.3581671,-17.2293712,-23.2585576,9.216018,9.3334636,8.7064226,7.9074957,8,7.5065387,9.8702791,10,9.3071277,300,5.4519712,7.1512307,-110.066944,4.3136672,-0.3666454,-0.0003888,-7.77E-06,15
30,6.2305971,6.1538395,5.44012,5.7534758,5.6765409,4.9639153,6.0545058,5.977837,5.2635698,-35.348968,-35.2437322,-35.8933239,-71.3816069,-71.2945343,-71.8308764,-17.3326486,-17.2293712,-17.867548,9.2332063,9.3336056,8.7138683,7.9198762,8,7.5064601,9.8898714,10,9.3194874,350,5.5857822,7.351947,-106.046904,0.2936271,-0.3028181,-0.0002752,-4.72E-06,17.5
31,6.4045183,6.3374718,5.5600179,5.9273971,5.8602607,5.0834345,6.2284271,6.1614255,5.3836574,-35.21316,-35.2473638,-35.008267,-71.183879,-71.2945343,-70.5219698,-17.2278006,-17.2293713,-17.2183846,9.2457934,9.3334713,8.7205702,7.9299949,8,7.5112435,9.9036927,10,9.3263584,400,5.701704,7.5258299,-105.63948,-0.1137968,-0.2639667,-0.00021,-3.15E-06,20
32,6.5579627,6.498861,5.6625624,6.0808414,6.0217857,5.1851255,6.3818714,6.3227467,5.4866288,-35.1966193,-35.2530007,-34.8098655,-71.1694385,-71.2945343,-70.3106169,-17.2102097,-17.2293712,-17.078824,9.2555396,9.3332627,8.7223903,7.9376264,8,7.5094122,9.9144962,10,9.3282188,450,5.8039609,7.6792151,-105.589858,-0.163419,-0.2345399,-0.0001658,-2.21E-06,22.5
33,6.6953166,6.6421551,5.7568201,6.2181953,6.1649809,5.2801047,6.5192253,6.4660902,5.5805258,-35.3159022,-35.2488986,-35.8304592,-71.241748,-71.2945343,-70.8368018,-17.3529793,-17.2293713,-18.3027333,9.2625702,9.3334145,8.7185186,7.9430854,8,7.5064693,9.9223125,10,9.3253934,500,5.8954372,7.8164297,-105.947707,0.1944297,-0.2118107,-0.0001348,-1.62E-06,25
34,6.8194334,6.7711814,5.8412612,6.3423121,6.2940085,5.3645791,6.6433421,6.595116,5.6649502,-35.2108983,-35.2489496,-34.8870884,-71.1994584,-71.2945343,-70.3912933,-17.2166182,-17.2293713,-17.108031,9.269705,9.3334126,8.7275652,7.9489411,8,7.5149299,9.930087,10,9.3348034,550,5.978191,7.9405604,-105.632695,-0.1205821,-0.1919896,-0.0001111,-1.21E-06,27.5
35,6.9328728,6.8885948,5.9193255,6.4557515,6.4114613,5.4423183,6.7567815,6.7125096,5.7431773,-35.3512843,-35.2505845,-36.2894888,-71.4049562,-71.2945343,-72.4334415,-17.3244483,-17.2293713,-18.2103956,9.2749244,9.3333521,8.730562,7.953472,8,7.5201031,9.9356506,10,9.3360297,600,6.0537419,8.0538866,-106.053853,0.3005758,-0.1766975,-9.37E-05,-9.37E-07,30
36,3.8331471,3.1625644,3.7288406,3.4352071,2.7528164,3.3340514,3.6112984,2.948413,3.5048785,-30.2997286,-30.621426,-30.2123971,-44.6201344,-45.5659974,-44.3720536,-20.7527915,-21.0959447,-20.6575069,4.5104258,4.778542,4.43764,5.6446402,6,5.5514365,3.7542829,4,3.6860538,50,3.8985573,4.8211098,-151.498643,-2.9212337,-3.0179013,-0.019136,-0.0022872,2.5
37,4.7355191,4.4450435,4.4236718,4.3375791,4.0467292,4.0261245,4.5136703,4.223444,4.201561,-30.6358601,-30.8755421,-30.3840883,-45.1987983,-45.5659975,-44.8137577,-20.9272347,-21.0959563,-20.7497938,4.6525832,4.7993109,4.4984544,5.8160967,6,5.623258,3.8769075,4,3.7474538,100,4.4988853,5.7216018,-153.179301,-1.2405763,-1.5287355,-0.0048564,-0.0002908,5
38,5.264747,5.0777748,4.8086025,4.866807,4.6796822,4.4109459,5.0428983,4.8560277,4.5865648,-30.7122846,-30.8805371,-30.3995803,-45.2959873,-45.5659974,-44.7946658,-20.989816,-21.0959583,-20.7924141,4.7039735,4.7997191,4.5260263,5.881285,6,5.6608696,3.9190991,4,3.7686409,150,4.8504897,6.2490084,-153.561423,-0.8584541,-1.0223797,-0.0021667,-8.66E-05,7.5
39,5.6389782,5.5015631,5.0723308,5.2410382,5.1037011,4.6741812,5.4171294,5.2796624,4.8506217,-30.7607563,-30.8857323,-30.4249732,-45.3759573,-45.5659974,-44.8650227,-21.017289,-21.095959,-20.8060133,4.7282326,4.8001437,4.5350231,5.9106753,6,5.6705205,3.9399374,4,3.7786335,200,5.100078,6.6233908,-153.803782,-0.6160952,-0.7682507,-0.0012215,-3.66E-05,10
40,5.9298453,5.8211334,5.2751155,5.5319053,5.4231147,4.877452,5.7079966,5.5993371,5.0530823,-30.7877407,-30.8822015,-30.4556405,-45.4234081,-45.5659974,-44.9225096,-21.0306292,-21.0959594,-20.8008192,4.7428796,4.7998551,4.5425683,5.9282675,6,5.6762803,3.9526211,4,3.7859577,250,5.2937245,6.9138605,-153.938704,-0.4811732,-0.6152626,-0.0007828,-1.88E-05,12.5
41,6.1674222,6.0773614,5.4399214,5.7694822,5.6793679,5.0422131,5.9455735,5.8555482,5.217918,-30.8200728,-30.8827707,-30.5479952,-45.4445357,-45.5659974,-44.9177981,-21.0704309,-21.0959596,-20.9596004,4.7527488,4.7999016,4.5481293,5.9401148,6,5.6804134,3.9611715,4,3.7926013,300,5.4519712,7.1512307,-154.100364,-0.3195128,-0.5133257,-0.0005443,-1.09E-05,15
42,6.3682106,6.2915407,5.5772803,5.9702706,5.8936286,5.1791955,6.1463619,6.0696733,5.3555281,-30.8155862,-30.8846051,-30.4581254,-45.4593699,-45.5659974,-44.9069075,-21.0530638,-21.0959598,-20.8309568,4.7594353,4.8000515,4.5490768,5.9494537,6,5.6875612,3.9660897,4,3.790509,350,5.5857822,7.351947,-154.077931,-0.3419459,-0.4399712,-0.0003999,-6.85E-06,17.5
43,6.5422034,6.4753445,5.6965774,6.1442634,6.0773614,5.2988967,6.3203547,6.2535246,5.4745557,-30.8245936,-30.8830019,-30.473646,-45.4774898,-45.5659974,-44.9460608,-21.055996,-21.0959599,-20.815761,4.7645355,4.7999205,4.5519243,5.9554355,6,5.6878555,3.9706022,4,3.7938826,400,5.701704,7.5258299,-154.122968,-0.2969091,-0.3851149,-0.0003063,-4.59E-06,20
44,6.6956817,6.6364273,5.8013275,6.2977417,6.2384626,5.4035563,6.473833,6.414595,5.5793662,-30.8317055,-30.8834188,-30.4779508,-45.4873315,-45.5659974,-44.9494416,-21.0612882,-21.09596,-20.8240386,4.7682271,4.7999545,4.5511899,5.9602013,6,5.6880721,3.9735777,4,3.7927773,450,5.8039609,7.6792151,-154.158527,-0.2613495,-0.3424223,-0.0002421,-3.23E-06,22.5
45,6.8329497,6.7797644,5.8946356,6.4350097,6.3818429,5.4965533,6.6111009,6.5579033,5.6728817,-30.8414024,-30.8843927,-30.5114132,-45.4942272,-45.5659974,-44.943123,-21.0728525,-21.0959601,-20.8955248,4.7714725,4.8000341,4.5522364,5.9640982,6,5.688418,3.9763887,4,3.7951955,500,5.8954372,7.8164297,-154.207012,-0.212865,-0.3082907,-0.0001962,-2.35E-06,25
46,6.957098,6.9088608,5.9788002,6.559158,6.5108891,5.5811301,6.7352492,6.6870332,5.7567715,-30.8411705,-30.8832603,-30.4828783,-45.5007547,-45.5659974,-44.9457571,-21.0681144,-21.0959601,-20.8309658,4.7739324,4.7999416,4.5525275,5.9674036,6,5.6901175,3.9782849,4,3.7933481,550,5.978191,7.9405604,-154.205853,-0.2140244,-0.2802724,-0.0001621,-1.77E-06,27.5
47,7.0705115,7.0239709,6.0774959,6.6725615,6.6260792,5.6790308,6.8486693,6.8021022,5.8558893,-30.8475578,-30.8839557,-30.5017619,-45.5091234,-45.5659974,-44.9442882,-21.0765427,-21.0959603,-20.8571036,4.7774009,4.7999984,4.5533223,5.971735,6,5.6903988,3.9811782,4,3.7943445,600,6.0533735,8.0532773,-154.2564246,-0.1634528,-0.2570084,-0.0001364,-1.36E-06,30
48,3.820858,3.155336,3.7151674,3.422918,2.7435098,3.3209767,3.5990092,2.9425041,3.490801,-29.2304694,-29.7303317,-29.0927424,-42.8617537,-44.1378734,-42.5241365,-20.1429465,-20.6187129,-20.0083305,4.507855,4.7748252,4.4342967,5.6404834,6,5.5453677,3.7527694,4,3.6828165,50,3.8985573,4.8211098,-146.152347,2.2869624,-2.9114013,-0.0184607,-0.0022065,2.5
49,4.7250945,4.4340577,4.413836,4.3271545,4.0355898,4.0164483,4.5032458,4.2125605,4.1916187,-29.6064625,-30.0149511,-29.178504,-43.4638258,-44.1378735,-42.759405,-20.3682203,-20.6187148,-20.1053508,4.6556686,4.7990283,4.5054759,5.825,6,5.6421144,3.8761143,4,3.7461083,100,4.4988853,5.7216018,-148.032312,4.1669278,-1.4773684,-0.0046932,-0.000281,5
50,5.2525618,5.066475,4.7947668,4.8546218,4.6684791,4.3969313,5.030713,4.8446635,4.5728484,-29.8104835,-30.0251676,-29.4091476,-43.8300645,-44.1378736,-43.2548508,-20.4640962,-20.618715,-20.1749765,4.7029964,4.799897,4.5218479,5.8787455,6,5.652153,3.9191637,4,3.768009,150,4.8504897,6.2490084,-149.052418,5.1870329,-0.9923596,-0.002103,-8.40E-05,7.5
51,5.6274376,5.490099,5.0605845,5.2294975,5.0918006,4.6636067,5.4055888,5.268489,4.8380931,-29.8695621,-30.0186174,-29.4688229,-43.9078215,-44.1378735,-43.2911983,-20.5107225,-20.6187151,-20.2197915,4.728026,4.79934,4.5362964,5.9100915,6,5.6691039,3.9399824,4,3.7782956,200,5.100078,6.6233908,-149.34781,5.4824259,-0.7459931,-0.0011861,-3.56E-05,10
52,5.9181457,5.8094398,5.2633946,5.5202057,5.41132,4.8660864,5.696297,5.587711,5.0411241,-29.8867743,-30.0224831,-29.4096263,-43.9293193,-44.1378735,-43.1974177,-20.5250777,-20.6187151,-20.1954404,4.7422038,4.7996688,4.5401586,5.9285063,6,5.677606,3.9513354,4,3.7800186,250,5.2937245,6.9138605,-149.433872,5.568487,-0.5972577,-0.0007598,-1.82E-05,12.5
53,6.1556305,6.0655961,5.4280149,5.7576905,5.6674903,5.030794,5.9337818,5.8438579,5.205686,-29.9185446,-30.0227871,-29.4660367,-43.9836064,-44.1378735,-43.315309,-20.5418367,-20.6187152,-20.2076595,4.751542,4.7996946,4.5425155,5.9396126,6,5.6780098,3.9594948,4,3.7834261,300,5.4519712,7.1512307,-149.592723,5.7273382,-0.4983102,-0.0005284,-1.06E-05,15
54,6.3564408,6.2797643,5.5655444,5.9585008,5.8817669,5.1679019,6.1345921,6.0579539,5.3434972,-29.9298699,-30.0251337,-29.4365281,-43.9965358,-44.1378735,-43.2651892,-20.5520926,-20.6187152,-20.2068867,4.7584609,4.7998941,4.5438907,5.9484194,6,5.6815174,3.9651552,4,3.7846063,350,5.5857822,7.351947,-149.649349,5.7839647,-0.4273254,-0.0003884,-6.66E-06,17.5
55,6.5304674,6.4635998,5.6848938,6.1325274,6.0656947,5.2867438,6.3086186,6.2417277,5.463185,-29.9408066,-30.0271355,-29.4221708,-44.0117356,-44.1378735,-43.2535131,-20.5601872,-20.6187152,-20.2087027,4.7636979,4.8000644,4.5452202,5.9550123,6,5.6845883,3.9694883,4,3.7862532,400,5.701704,7.5258299,-149.704033,5.8386483,-0.374073,-0.0002975,-4.46E-06,20
56,6.6839242,6.6246537,5.7896801,6.2859842,6.2267092,5.3917711,6.4620755,6.402808,5.5678107,-29.9573361,-30.0262803,-29.4858472,-44.0392425,-44.1378735,-43.3647894,-20.5693985,-20.6187152,-20.2321177,4.7678555,4.7999917,4.5480856,5.9597008,6,5.684129,3.9732919,4,3.7906332,450,5.8039609,7.6792151,-149.78668,5.9212959,-0.3327114,-0.0002352,-3.14E-06,22.5
57,6.8211951,6.7679539,5.8833093,6.4232551,6.370005,5.4854375,6.5993463,6.5461111,5.6614151,-29.960354,-30.0261859,-29.4555983,-44.0412971,-44.1378735,-43.3009441,-20.5730586,-20.6187152,-20.2229524,4.7710678,4.7999836,4.5493603,5.9640566,6,5.6885154,3.9757419,4,3.7897248,500,5.8954372,7.8164297,-149.80177,5.9363854,-0.2994837,-0.0001906,-2.29E-06,25
58,6.9453532,6.89708,5.9673617,6.5474131,6.4991172,5.569615,6.7235044,6.6752464,5.745384,-29.9693844,-30.0258849,-29.4887988,-44.0566356,-44.1378735,-43.3659804,-20.5778854,-20.6187152,-20.2304773,4.7737011,4.799958,4.5503632,5.9671769,6,5.6881274,3.9780507,4,3.7912907,550,5.978191,7.9405604,-149.846922,5.9815374,-0.2723499,-0.0001576,-1.72E-06,27.5
59,7.0587458,7.0121691,6.0660498,6.6607955,6.6142563,5.6677688,6.8368868,6.7902738,5.8445111,-29.9811231,-30.0262899,-29.4991793,-44.0740177,-44.1378735,-43.3847873,-20.5858616,-20.6187152,-20.2386566,4.7783117,4.7999176,4.5524332,5.9716991,6,5.6909223,3.9811775,4,3.7930265,600,6.0533735,8.0532773,-149.8720327,6.0066479,-0.2497035,-0.0001325,-1.33E-06,30
60,3.6224213,2.9590414,3.5161386,3.2245331,2.5682017,3.1162756,3.400538,2.7323938,3.2955671,-25.9585487,-25.1905492,-26.1714919,-39.7045736,-38.6327115,-40.0080081,-16.7927103,-15.9801787,-17.0148708,6.6727099,7.1868132,6.5301645,5.5837806,6,5.4659526,7.3988072,8,7.2344304,50,3.8985573,4.8211098,-129.792744,5.043713,-2.5855128,-0.0163943,-0.0019595,2.5
61,4.5216871,4.2328183,4.2081456,4.1237537,3.8334659,3.811709,4.299834,4.0119086,3.9852917,-25.8722127,-25.017344,-26.7770533,-38.3010729,-38.6460698,-37.9383524,-17.5860982,-15.9805892,-19.293083,6.9175742,7.2025976,6.6158895,5.7726555,6,5.5336316,7.6808724,8,7.3415744,100,4.4988853,5.7216018,-129.361064,4.6120329,-1.2910286,-0.0041013,-0.0002456,5
62,5.0489543,4.8608229,4.5949558,4.6510162,4.4630714,4.1966735,4.8271042,4.6388485,4.373335,-24.868191,-25.0484382,-24.535734,-38.357233,-38.6403032,-37.8344854,-15.8754294,-15.9806387,-15.6815342,7.0193332,7.1996528,6.6867424,5.8557836,6,5.5894583,7.7950386,8,7.4173052,150,4.8504897,6.2490084,-124.340955,-0.4080756,-0.8278359,-0.0017544,-7.01E-05,7.5
63,5.4242117,5.2865642,4.8581882,5.0262717,4.8888195,4.4597241,5.202363,5.0645853,4.6366884,-24.9152368,-25.0496486,-24.5548131,-38.3993191,-38.643018,-37.74476,-15.9258487,-15.9806077,-15.7791749,7.0648895,7.1996402,6.7035569,5.8939907,6,5.6092568,7.8454887,8,7.4316251,200,5.100078,6.6233908,-124.576184,-0.1728465,-0.6222587,-0.0009894,-2.97E-05,10
64,5.7147446,5.6054365,5.0621042,5.3168046,5.2070632,4.6656748,5.4928958,5.3838764,4.8392454,-24.9460864,-25.0358223,-24.6325426,-38.4800324,-38.6412315,-37.9193061,-15.9234558,-15.9806145,-15.7231408,7.0909073,7.2007978,6.7069418,5.9122412,6,5.6069747,7.8766848,8,7.4445217,250,5.2937245,6.9138605,-124.730432,-0.0185985,-0.4985229,-0.0006342,-1.52E-05,12.5
65,5.9521335,5.8621373,5.2243517,5.5541935,5.4642779,4.8260618,5.7302847,5.6402349,5.0027361,-25.0858104,-25.0471921,-25.2535279,-38.5097442,-38.6428387,-37.9311471,-16.1365211,-15.9806261,-16.8131199,7.1087959,7.1998517,6.7133449,5.9269489,6,5.6093764,7.896694,8,7.4483365,300,5.4519712,7.1512307,-125.429052,0.6800211,-0.4178183,-0.000443,-8.86E-06,15
66,6.1530492,6.0761053,5.3635349,5.7551092,5.6781167,4.9658458,5.9312005,5.854289,5.1415188,-24.9780926,-25.0442557,-24.6367528,-38.5214059,-38.6422496,-37.8983966,-15.949217,-15.9806192,-15.7871364,7.1230996,7.2000896,6.7259037,5.9392034,6,5.6257667,7.9123638,8,7.4600352,350,5.5857822,7.351947,-124.890463,0.1414321,-0.3566261,-0.0003242,-5.55E-06,17.5
67,6.3268645,6.2600998,5.4806723,5.9289246,5.8621165,5.0829935,6.1050157,6.0382799,5.2586493,-24.9857042,-25.0445108,-24.6318263,-38.5362858,-38.6426062,-37.8969342,-15.9519796,-15.9806204,-15.7795486,7.1325216,7.2000798,6.7259797,5.9461022,6,5.6219911,7.9234682,8,7.4627105,400,5.701704,7.5258299,-124.928521,0.1794902,-0.3121652,-0.0002483,-3.72E-06,20
68,6.480321,6.421091,5.5858001,6.082381,6.0230828,5.1883265,6.2584723,6.1992877,5.3636402,-25.0287899,-25.0439207,-24.9252395,-38.5478222,-38.6424266,-37.9011744,-16.0161018,-15.9806221,-16.2591136,7.1397251,7.2001256,6.726362,5.951775,6,5.6221433,7.9316918,8,7.463827,450,5.8039609,7.6792151,-125.14395,0.3949189,-0.2779741,-0.0001965,-2.62E-06,22.5
69,6.617564,6.5643557,5.679427,6.2196241,6.1665112,5.2807536,6.3957152,6.3424432,5.4580665,-27.1721918,-25.0473201,-43.474962,-38.5629518,-38.6423796,-37.9523899,-19.5783503,-15.9806227,-47.1463352,7.1458244,7.199824,6.7315204,5.9566831,6,5.6237053,7.9385854,8,7.4679892,500,5.8954372,7.8164297,-135.860959,11.1119285,-0.2716133,-0.0001728,-2.07E-06,25
70,6.7416972,6.6934937,5.7631126,6.3437573,6.2955706,5.3650291,6.5198485,6.4716337,5.5413595,-24.9982291,-25.0457605,-24.5933163,-38.5651416,-38.6425909,-37.9051185,-15.9536194,-15.9806194,-15.7236675,7.1508331,7.1999689,6.7322522,5.9606638,6,5.6254407,7.9442794,8,7.4697203,550,5.978191,7.9405604,-124.991146,0.2421148,-0.227174,-0.0001314,-1.43E-06,27.5
71,6.8550743,6.8109933,5.8396879,6.4571343,6.4130388,5.4418836,6.6332256,6.5891542,5.6177487,-25.0083473,-25.0450866,-24.664444,-38.5755008,-38.6425388,-37.9481987,-15.9635783,-15.9806227,-15.803995,7.1549522,7.2000267,6.7330263,5.9642186,6,5.6293977,7.9487746,8,7.4691619,600,6.0537419,8.0538866,-125.041737,0.2927058,-0.2083335,-0.0001105,-1.11E-06,30
72,3.7024305,3.058426,3.5906189,3.3044905,2.6683859,3.1903317,3.4805818,2.8312297,3.370328,-27.4891695,-28.4026167,-27.2209499,-40.7933808,-42.1660431,-40.3806965,-18.6196953,-18.9427986,-18.5263176,4.4730159,4.8146853,4.3726899,5.6170635,6,5.5019355,3.7103175,4,3.6265985,50,3.8985573,4.8211098,-137.445847,-3.675075,-2.7379651,-0.017361,-0.002075,2.5
73,4.6072405,4.3146676,4.2975854,4.2093005,3.9157163,3.9006948,4.3853918,4.0934917,4.0750357,-28.0096694,-28.2014259,-27.8102203,-41.7992893,-42.1433076,-41.4431639,-18.8165895,-18.9428113,-18.6848881,4.6445652,4.7981394,4.4848302,5.8073123,6,5.6078431,3.8694005,4,3.7331314,100,4.4988853,5.7216018,-140.048347,-1.0725753,-1.3976881,-0.0044401,-0.0002659,5
